ID;Ano;Mes;Solicitante;Beneficiario;Tipo_Solicitante;Sub_Tipo_Dispensa;Resolucion;Moneda;Valor_CIF_Suma
2584;316;11;Casa Presidencial;Casa Presidencial;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;926631
2585;316;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;51866875
2586;316;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;138270
2587;316;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;75461498
2588;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;52000
2589;316;11;Iglesia Catolica De Honduras;Catholic Relief Services Uscc;Solicitud De Venta De Veh;Venta Iglesias Previo Pago;Con Lugar;1;17900
2590;316;11;Iglesia Catolica De Honduras;Iglesia Catolica De Honduras;Solicitud De Venta De Veh;Venta Iglesias Previo Pago;Con Lugar;1;2455357
2591;316;11;Hazama Ando Corporation;Micro-Hydroelectric Power Generation Project Metropolitan Area Of Tegucigalpa;Dispensas Especiales;Constructoras (Convenio);Con Lugar;1;417343
2592;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;26900
2593;316;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;1071883
2594;316;11;Asociacion Mision Lazaro Honduras;Asociacion Mision Lazaro Honduras;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;4038915
2595;316;11;Oportunidades Para La Niñez Nacional De Honduras(Onnh);Oportunidades Para La Niñez Nacional De Honduras(Onnh);Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;7518
2596;316;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Programa De Las Naciones Unidas Desarrollo (Pnud);Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;422424
2597;316;11;Embajada De La Republica De China (Taiwan);Wen Jung Chang;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;20900
2598;316;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;16813
2599;316;11;Banco Centroamericano De Integracion Economica;Banco Centroamericano De Integracion Economica;Dispensas Oficiales;Banco Centroamericano De Integracion Bcie;Con Lugar;1;52000
2600;316;11;Banco Centroamericano De Integracion Economica;Marta Nelly Vasquez Funes;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;390
2601;316;11;Banco Centroamericano De Integracion Economica;Jose Antonio Paz Vaquero;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;716
2602;316;11;Banco Centroamericano De Integracion Economica;Angel Murillo Sanchez;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;755
2603;316;11;Banco Centroamericano De Integracion Economica;Luisa Maria Noyola Rodriguez;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;18000
2604;316;11;Merendon Power Plant, S.A. De C.V.;Proyecto Merendon Power Plant;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;15067355
2605;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion Ampliacion Y Mejoramiento De La Carretera La Esperanza- Camasca;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;1;6737
2606;316;11;Embajada De La Republica De China (Taiwan);Chang Wen-Jung;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;2;4972734
2607;316;11;Banco Centroamericano De Integracion Economica;Banco Centroamericano De Integracion Economica;Dispensas Oficiales;Banco Centroamericano De Integracion Bcie;Con Lugar;1;1237335
2608;316;11;Constructora Queiroz Galvao S A.;Corredor Logistico Carretera Villa De San Antonio-Goascoran Seccion Ii El Quebrachal-Puente San Juan Ii-Goascoran;Dispensas Especiales;Constructoras-Proyectos Nacionales;Con Lugar;1;13091225
2609;316;11;Constructora Queiroz Galvao S A.;Corredor Logistico Carretera Villa De San Antonio-Goascoran Seccion Ii El Quebrachal-Puente San Juan Ii-Goascoran;Dispensas Especiales;Constructoras-Proyectos Nacionales;Con Lugar;1;3712073
2610;316;11;Embajada De Los Estados Unidos De America;Aaron J. Kadkhodai;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;1650705
2611;316;11;Embajada De Los Estados Unidos De America;Kurt Allen Pope;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;2;31492629
2612;316;11;Fondo De Poblacion De Las Naciones Unidas   Unfpa -Honduras;Fondo De Poblacion De La Naciones Unidas Unfpa -Honduras;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;1998611
2613;316;11;The Island Sa.;The Island Sa.;Dispensas Especiales;Zolitur;Con Lugar;1;849518
2614;316;11;Sun Petroleum Corporation, S.A. De C.V.;Sun Petroleum Corporation S. A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;428704
2615;316;11;Eldon S, S.A De C.V.;Eldon S, S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;8532075
2616;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;115801
2617;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;266955
2618;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;1038382
2619;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;333226
2620;316;11;Embajada De Los Estados Unidos De America;Sara Marie Urana Werth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;2488802
2621;316;11;Embajada De Los Estados Unidos De America;Thomas Richard Chapman;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;1247955
2622;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;63953
2623;316;11;Embajada De Los Estados Unidos De America;David James Consigny;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;374724
2624;316;11;Embajada De Los Estados Unidos De America;Heidi J Schellenger;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;68536
2625;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;3648341
2626;316;11;Embajada De Los Estados Unidos De America;Charles William Rowland;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;6195
2627;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;84911668
2628;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;912983
2629;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;2448811
2630;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;4745
2631;316;11;Embajada De Los Estados Unidos De America;Cecilia Suegin Choi;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;12526
2632;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;3867463
2633;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;4805428
2634;316;11;Embajada De Los Estados Unidos De America;Thomas Richard Chapman;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;320225
2635;316;11;Oportunidades Para La Niñez Nacional De Honduras(Onnh);Oportunidades Para La Niñez Nacional De Honduras(Onnh);Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;11400
2636;316;11;Organizacion De Las Naciones Unidas Para La Alimentacion Y La Agricultura (Fao);Empresa Transformnadora Y Comercializadora De Productos Agroforestales De Honduras (Emcah);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;2;2800
2637;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Solicitud De Venta De Veh;Venta Libre Organismos Internacionales;Con Lugar;1;27200
2638;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;210000
2639;316;11;Energia De Transmision S.A De C.V (Enetran);Proyecto Central Hidroelectrica Cuyamapa;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;1587588
2640;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;20702
2641;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;400000
2642;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;178900
2643;316;11;Organizacion Panamericana De La Salud Organizacion Mundial De La Salud (Ops Oms) En Honduras;Organizacion  Panamericana De La Salud Organizacion Mundial De La Salud (Ops Oms)En Honduras;Dispensas Oficiales;Organización Panamericana De La Salud / Organización Mundial De La Salud Ops/Oms;Con Lugar;1;3941
2644;316;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;285531
2645;316;11;Fundacion Para La Vivienda Cooperativa Chf Internacional;Fundacion Para La Vivienda Cooperativa ( Chf Internacional);Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;1475855
2646;316;11;Corporacion Centroamericana De Comunicaciones S.A. De C. V. (Vica);Corporacion Centroamericana De Comunicacion S.A. De C.V. (Vica);Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;603314
2647;316;11;Iglesia Catolica De Honduras;Diocesis De San Pedro Sula Parroquia Emmanuel;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;11582
2648;316;11;Iglesia Catolica De Honduras;Arquidiocesis De Tegucigalpa;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;32000
2649;316;11;Iglesia Catolica De Honduras;Arquidiocesis De Tegucigalpa;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;30000
2650;316;11;Fundacion Camo  Honduras;Fundacion Camo  Honduras;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;27306416
2651;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;443165
2652;316;11;Instituto Nacional De Conservacion Y Desarrollo Forestal, Areas Protegidas Y Vida Silvestre;Proyecto De Ordenamiento Territorial Comunal Y Proteccion Del Medio Ambiente En Rio Platano  (Protep);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;2;76326
2653;316;11;Instituto Nacional De Conservacion Y Desarrollo Forestal, Areas Protegidas Y Vida Silvestre;Proyecto De Ordenamiento Territorial Comunal Y Proteccion Del Medio Ambiente En Rio Platano  (Protep);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;1;76326
2654;316;11;Instituto Nacional De Conservacion Y Desarrollo Forestal, Areas Protegidas Y Vida Silvestre;Proyecto De Ordenamiento Territorial Comunal Y Proteccion Del Medio Ambiente En Rio Platano  (Protep);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;2;7600
2655;316;11;Instituto Nacional De Conservacion Y Desarrollo Forestal, Areas Protegidas Y Vida Silvestre;Proyecto De Ordenamiento Territorial Comunal Y Proteccion Del Medio Ambiente En Rio Platano  (Protep);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;2;76000
2656;316;11;Instituto Nacional De Conservacion Y Desarrollo Forestal, Areas Protegidas Y Vida Silvestre;Proyecto De Ordenamiento Territorial Comunal Y Proteccion Del Medio Ambiente En Rio Platano  (Protep);Solicitud De Venta De Veh;Donacion De Vehículo Previo Pago;Con Lugar;2;76000
2657;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;11065
2658;316;11;Embajada De Los Estados Unidos De America;David James Consigny;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;7007
2659;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;1984
2660;316;11;Embajada De Los Estados Unidos De America;Katherine Bg Tarr;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;3097
2661;316;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;33683009
2662;316;11;Embajada De Los Estados Unidos De America;German Enrique Duarte;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;5600
2663;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;2598551
2664;316;11;Embajada De Los Estados Unidos De America;Vincent Alan Snell;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;381819
2665;316;11;Embajada De Los Estados Unidos De America;Xiomara Alexandra Condo Brito;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;339034
2666;316;11;Asociacion The Interamerican Restoration Corporation;Asociacion  The Interamerican Restoration Corporation;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;5191243
2667;316;11;Embajada De Los Estados Unidos De America;Alex Michael Jones;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;7632
2668;316;11;Embajada De Los Estados Unidos De America;German Enrique Duarte;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;71856
2669;316;11;Embajada De Los Estados Unidos De America;German Enrique Duarte;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;1332356
2670;316;11;Embajada De Los Estados Unidos De America;James Pule Chynoweth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;65366
2671;316;11;Embajada De Los Estados Unidos De America;Xiomara Alexandra Condo Brito;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;227242
2672;316;11;Embajada De Los Estados Unidos De America;Kelly Shawn Dillon;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;182134
2673;316;11;Embajada De Los Estados Unidos De America;David James Consigny;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;572985
2674;316;11;Embajada De Los Estados Unidos De America;David James Consigny;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;606579
2675;316;11;Embajada De Los Estados Unidos De America;Devim Lawrence Rickey;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;600775
2676;316;11;Embajada De Los Estados Unidos De America;Paebo  Kurian;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;336895
2677;316;11;Embajada De Los Estados Unidos De America;Cesar Soto Ramos;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;1039815
2678;316;11;Embajada De Los Estados Unidos De America;Xiomara Alexandra Condo Brito;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;464205
2679;316;11;Embajada De Los Estados Unidos De America;Samuel Adam Sterlin;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;507408
2680;316;11;Embajada De Los Estados Unidos De America;James Pule Chynoweth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;12207
2681;316;11;Embajada De Los Estados Unidos De America;Douglas Lee Popovich;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;486153
2682;316;11;Embajada De Los Estados Unidos De America;Sara Marie Urana Werth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;583653
2683;316;11;Milton Bight Holding Company, S.A.;Milton Bight Holding Company, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;375344
2684;316;11;Island Concrete Construction & Development S.A;Island Concrete Construction & Development S.A;Dispensas Especiales;Zolitur;Con Lugar;1;3353655
2685;316;11;Pineapple Center S.A.;Pineapple Center S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;2696164
2686;316;11;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;6528586
2687;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;23176944
2688;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;615944
2689;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;177292
2690;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;3042756
2691;316;11;Tropical Ventures, S.A;Tropical Ventures, S.A;Dispensas Especiales;Zolitur;Con Lugar;1;511144
2692;316;11;Martinez Construction S.A De C.V;Martinez Construction S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;5070707
2693;316;11;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;9343042
2694;316;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;15914
